Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
........7..7.6..2..6....9.3.75.....2...89..5...9.371.6.53..62.9..6..1....9......8,27,51,3,0,0,0,0,0,0,Easy
.7....9.......3....4.....5.8...65...9...8.5.76...2...4.....84....65..732.35.4....,25,47,9,0,0,0,0,0,0,Easy
..1..3.2.8.72.45.....65.7..7..5......2.3...51........6.....2...6.......5.4287..3.,26,47,8,0,0,0,0,0,0,Easy
......4.8....1.95..7..2......9.438.171......4..3..........91.3......7...2....57..,23,102,27,5,1,6,1,12,16,Expert
..95......5..42....8...73..9..3.5.......9.6.3..7.....84...7..8...623......86.....,24,58,14,0,0,0,0,2,2,Expert
4.95......3...........36..23...9.....941...3.5.........6.9.1.4...2.7.5.39.5..46..,26,32,22,1,0,0,0,1,0,Expert
29...4.3...5.13..21..2..................7..9..7..914..92...5..35.....84..87....59,27,40,13,2,0,1,0,1,0,Expert
..48...5.1.....6.....42198.685......94...6.2..........2..1..475.1.5...9.....9...2,27,27,26,3,0,1,0,1,0,Expert
7.9...2..1..5......5.....3....29.7....1.7.8.3....41.59..7.54.......29..1.......8.,25,39,17,0,0,0,0,0,0,Easy
.8....2.57...8.....12.396...3.5.....2..37.8...........1.....986..3..2...9...1.7..,25,41,15,0,1,0,0,0,0,Intermediate
2..3...59.9..15..7...6............32..79.......1......7...4.1...3.2..4....6.9.3..,23,49,9,0,0,0,0,0,0,Easy
..9.2...3....754.2..1.4.....3.2...9......4......6.1...2.53..9.417.....5.......1..,24,53,21,4,2,4,1,2,2,Expert
...456..9.5.3.........196.....6.15......3.87.....4.....41...7..6..7.84.1.97......,26,39,15,1,1,6,0,1,0,Expert
.....73....8..3.......9....7...6..4...9.5...2.32...9.6....3...72....98..4.57.8...,24,49,8,0,0,0,0,0,0,Easy
......59.8.57....3....9..8134.5......81........9...3.6..4...6..5..4.6.17.......3.,25,59,16,3,0,2,0,2,2,Expert
.34.7.1...956.......71..36....9...7...94..........8.5....71.....8...6.97...5...3.,25,48,20,0,0,1,0,2,2,Expert
.54....9...1......8....1.45.85....7..69...1......9...3...3.54...7...63.....7.8.1.,25,40,19,1,0,1,0,2,2,Expert
5..8.79..........47....9.28.2.....9....69......65.14....12.4...49..75..6....6....,26,62,19,0,0,1,1,4,4,Expert
......3.87.39.6....8.7.5..112.......39.8..1........5..9..1..25.5...6........27.6.,26,46,9,0,0,0,0,0,0,Easy
..9.7..128..1....9...3..8......3.174....892.....6.7...7.68.1...9.2..........2..46,27,44,10,3,0,0,0,0,0,Intermediate
5.2....4.........16.......84.6..5........3...2..8.96.4.9.....5.1.4.523..8..9...1.,25,51,12,3,1,3,1,2,2,Expert
7.6......3...12.4....5......7........2.1.5.7....34..1.83.2........8.6.21..173..5.,26,40,15,0,0,0,0,0,0,Easy
....674388..24.....3...976.......9.7...4.2..........8...1.......7..286....41...93,26,38,17,0,0,0,0,0,0,Easy
...82..7.83.........7..5...2..38..6....5.....6...9253..2.73..5...8...1.3..9..6...,26,34,21,4,1,1,0,0,0,Intermediate
...895....5...21.....1..6.46...5.213.4..8.......2.1.6.8......2......8.4...3.....5,25,38,18,1,0,0,0,0,0,Intermediate
6...2...39............5..6.41.9...28..8..5..9.2.....1........5...1..64....43..98.,24,44,17,0,0,3,0,2,2,Expert
346........2...8.78..5.9...637......98.4.7................937.5.6..8.2..2.....3.8,26,48,7,0,0,0,0,0,0,Easy
.......47.....8.5..4.93..8.......39.....5......9.1.7..72......83...87...5...4.2.1,24,44,13,0,0,0,0,0,0,Easy
1..2.95.....34..28.2.81..36...9.36.2.3....89...5......4.2.....151.4...........48.,29,41,11,0,0,0,0,0,0,Easy
.....8.45...2...7..2...39...7.........5....98..9...731...47..1...2....598....9...,24,47,9,1,0,2,1,1,0,Expert
4.3...26..8.........593.1.8.41......9.63...........98.6.........2..4.39..398...5.,26,41,14,0,0,0,0,0,0,Easy
..7.2..6.19...6............6....9..7.19.7...8.2....9.5...6.8..24..2...5.2...14.7.,26,34,21,0,1,1,0,0,0,Intermediate
3.9.6...7...4.78....1...4............172....4.9.6..2....6.4...37.38......2.7.....,24,44,11,3,0,0,0,2,0,Expert
.9....1.4.....27.94.........4.56.9..17...36.5..5.9....3....4.7...13.75......5.2..,27,44,10,0,0,0,0,0,0,Easy
.27....695.....2......7.......2..3....2.9..7..9.3845..4..5.6..8....2........38...,24,40,17,1,0,1,0,0,0,Intermediate
9.6.27......1.....7..53.6.1...47.......6....36....1.9...79......2..4.1.5.4..13...,26,42,13,0,0,0,0,0,0,Easy
8..46..3...62..7.......8....5...1...4.........315...2.1.8.......2.7....55...34..6,24,45,12,0,0,0,0,0,0,Easy
5.....4.........633..64..........2...3...9.8..2....634.9.3........2.65.1.8..91..2,25,41,18,1,0,1,0,2,2,Expert
..5.......3..4..9.9.7.3.4.8.69..3.......92.8..7.....635.2...7.6..........84....35,26,40,15,0,0,0,0,0,0,Easy
7...9.51.9...4......578..26...8...651..........9.5.....4....287.2.6....1.........,24,40,16,1,0,4,0,1,0,Expert
..28..76.....2.........48..2.6..5........8.7.8..7...91..145...7.......2....6.24.9,25,44,12,0,0,0,0,0,0,Easy
...3...9.3..6......4..58....6.....75.73.9........65..4...........9.34.1.4.8..7..6,24,123,26,11,1,3,0,20,30,Expert
3.8...51..4.....8.7.......2.3......14827...3...7......19..587...7.4.91....5..2..4,28,44,8,2,0,0,0,1,0,Expert
......734..6.....21.....5.........9..753.26....1..732.6..5..1........47.7..691...,26,44,11,1,0,0,0,0,0,Intermediate
........8.6...79.....5.3..25...8.....39.1..6........3.....5.2..31.29....7....6...,22,41,18,0,0,0,0,0,0,Easy
1..7..5..7.59..4...........8....41.....8....739..12...2.1..5.9...43......7.2.....,24,33,24,0,0,0,0,0,0,Easy
..1.7...3.7..4....8..6...976.8....3.19...5..6.......8..46....5.5....3.74..31.....,26,46,27,1,1,2,0,5,4,Expert
314...8928.7....14.......6.....4........284.9.......21.7.9.......96...7...3.....8,25,45,11,0,0,0,0,0,0,Easy
.58...1..2.9183...4.37...9...58..4.....3..9..9...21.....4..9.5..31.........2.4...,27,54,0,0,0,0,0,0,0,Simple
.3....5.82.7....1.8...7....1..5....7.9...73.17..2.86..........5......2.....3651..,25,54,2,0,0,0,0,0,0,Easy
.8...41...........6..........914.26.5...6......1..2597.9.52.84......9......6.8.1.,25,47,9,0,0,0,0,0,0,Easy
5....7...2..1...............1......3...68...1..62..5.84.8..6.1.1.583.47..7..5.3..,26,43,12,0,0,0,0,0,0,Easy
.3..5.....5...8.6.9.4.6.....9378.6......3...517..........69.53...7..........1..87,25,41,14,2,0,0,0,1,0,Expert
.9..48......5..7.2.61.......17...........7.4.28.1...5..49......1.....42.8.5...19.,25,38,18,1,0,0,0,0,0,Intermediate
.463.8....2.....1..83.15.2...........5..8.....6...2.5...4.....39...61..2..2.....4,24,41,16,3,0,0,0,0,0,Intermediate
6..3487..7.2..91...3..7...9......3.......12....1.......4..67.21.9......8..6.9.4..,26,50,5,0,0,0,0,0,0,Easy
.1.72...33..19.....4.5.3.6....6.9..1..4......956...........2....2..4...95.7....4.,25,41,15,0,0,0,0,0,0,Easy
.67...59.4....2..38.9....4..9.85.46.....2...7...6.4.2.......87......6.....47.....,25,44,12,1,0,0,0,0,0,Intermediate
...9..4.....6.87....8.45.62..2..487...5.....9....73.2..5..29...9...........4..6.5,26,43,12,0,0,0,0,0,0,Easy
............54.732...3...943.8....4.4..9..6..9.5..6........83.7....9..5....65...8,25,40,16,1,0,0,0,0,0,Intermediate
164......39..162....2...........9....8..2...4.27.........8.179.8...7..62.16.9..3.,27,49,5,0,0,0,0,0,0,Easy
...5.7..8.57..4...........968...2..7.2.....8..........86.7.5.92....48..5.45.3..7.,26,34,21,0,0,0,0,0,0,Easy
.92....7........48..3.4...1..14..2..25......9.7...1.85.2.....5.8..39......5.8....,25,43,13,0,0,0,0,0,0,Easy
...6.....4......1.1......235...8.17.8...6.....3...2.8.6.8..57.1....7....24.8...5.,25,44,12,0,0,0,0,0,0,Easy
.63............1..9..7....87.5..6.........47..9..4.....3.8....187.....9..1..5.6..,22,49,10,0,0,0,0,0,0,Easy
.841..5..........7..5...31...6..1..2.5..4....3.7...6..83....15....8.....7.1...4..,24,39,18,0,0,0,0,0,0,Easy
.......1......9..7....3..5.......7...38...5....1.46.38683.15.4...59......1...8...,24,50,13,9,0,1,0,3,2,Expert
..9..3..72.8....5.16..2..9.....7.....3...........1.36.5.2.6...1..17......8...9..5,24,38,19,0,0,0,0,0,0,Easy
7.2......13........4....8.2.....2.37..3.9..4...6.7.9.8.1.28....9..4...76..7......,25,44,12,2,0,0,0,0,0,Intermediate
..1.........2.5........86...............264.3.4.5...126..1......5234..9.9..6..5.4,24,49,8,0,1,0,0,0,0,Intermediate
.......7..2....3.83...7.16....4...31.8..27.4....98.6....479.....92.........1.4...,25,33,23,0,0,0,0,0,0,Easy
8.6...9.1.9...8.53..5.196.2..9.6.....24..156...3.....4...........8.25.....1.3.2..,28,60,12,0,0,1,0,2,2,Expert
.....8....9..7...1..5.1.2.41.8.4..59..2.5...8.4..697.....6.1......52.8....7......,26,50,5,0,0,0,0,0,0,Easy
9..4...57.76.....35.......8.....1.9.1...........53..4..3...58.6..9.1..7...58.41..,26,39,14,0,0,0,0,2,0,Expert
.4.9..7..7.9....2.62...3...1.....93743....51....5......1.....9........6.5..69.4..,25,46,10,0,0,0,0,0,0,Easy
..1..98...8...21.9...7..4.6.4.89.............5.9.......2.45..8...8.6...1..6...7.2,25,46,9,5,1,0,0,1,0,Expert
....9..18......9.....7.6.....9...5.4..83....96..8...3.......65..63..8..747..5...3,25,30,26,0,0,0,0,0,0,Easy
8...16....6...7.....1..........31..8.9....7.3...78...66..4...374.2......73...918.,26,33,22,0,0,0,0,0,0,Easy
2..........8.7............5.......5363.8..7.11..32..9..89..2......538.6..7....2..,24,40,17,0,0,0,0,0,0,Easy
....84.2....2..3155....1...1...7..5......3....78.2.1.3.5.9.8.....14.....389......,26,46,9,2,0,0,0,0,0,Intermediate
..8.......946...2..6.7......8..4..17...29.863....7...9.368...71.4..1...8.......9.,27,43,11,0,0,0,0,0,0,Easy
....7.81....64..7.2......3..2.8.7....1.........8.5......71.2.65.....5....64.8....,23,37,21,0,0,0,0,0,0,Easy
.5.......6..5...3...8....1.1...3..26..7.2...426...48...4.8......3.4....182..16...,26,102,18,4,0,1,1,9,10,Expert
2....79..6...4.....3....2......9.12..8.4.3...74..12.8...3..9...4..32..........81.,25,32,24,0,0,0,0,0,0,Easy
......3.1..7..8....1.43..5.........7...3...8..4.9.7..29.4...8..38..52.4..7..9..2.,26,44,21,2,0,0,0,2,2,Expert
4...52........1....3........8.....6...56..27...45......7..8.3.426...45.....1..8..,23,36,22,0,0,0,0,0,0,Easy
69..32..82..4..9.....7....1..8...1..32....67........9.9..........2..97....137.2..,25,44,31,1,0,0,0,2,2,Expert
5..........2.58..14....1...2.9.6...8.......4...6.271....1.865...7.4...6.......2..,24,28,29,1,1,1,0,0,0,Intermediate
...3..698.........6..18.....7.6...23....58........7..51...9.3...2....7...578.2..6,25,45,11,0,0,0,0,0,0,Easy
2..8..9.4.3.1..8....6.....5.6..1.....4..8....98542.6.....5.6.8.....3.....9....3..,25,88,8,6,1,2,0,5,4,Expert
31.67..5.6...5..34.2...3.1......5..87.....4..2..3.4..........26..28......7.1.....,25,78,19,3,0,1,0,4,4,Expert
.....9.3..97.63.......572...76.1....54..3...61.....94...3.7.....69....74......3..,26,28,27,0,0,0,0,0,0,Easy
....4..9.1...6.5..8..3..1.7......4.....6...18....7.9...1........7..518.453.4..7..,25,39,15,0,2,4,2,2,0,Expert
136.98.....9......85.13....92.......5....2.....7.8...96.3..........19.67...72.83.,27,54,0,0,0,0,0,0,0,Simple
..439...1.18..6.........69.3..259...2....3.14..............4.38...1..546.....8...,25,47,9,0,0,0,0,0,0,Easy
...425....4.........8......6..95..7.8....394.......5.25.28....73....64...69....38,26,40,14,1,0,3,0,1,0,Expert
.4.68...751.4.3........7...98.....54.6...91......7....8....4...3..96.8...91..8...,26,43,10,2,0,1,0,2,0,Expert
.6..1....1.3...2.6..53.7.......7......6...85.79..35.6...769....81..23........1...,26,58,15,3,0,2,0,2,2,Expert
6....7..27..1.4..89...23..1...7.6...1.2.9..67.....2.4..6........4...9...8.....1..,25,56,13,1,0,3,0,3,2,Expert
7.13.49.59....8..4..3....1....9.....1..5.2...2.......9895..3.......2..7.4...1....,25,56,0,0,0,0,0,0,0,Simple
3.415...81...38.2...79......25....3.8...1..4....5.4..7...38...97..........1.2....,26,37,18,0,0,0,0,0,0,Easy
.6.........8..7.14.94..........9..6.......1.....518.4...17.359..3..84..7.76......,25,56,0,0,0,0,0,0,0,Simple
3....2......5..9...763.....7....8...98.2.761.....5.....6..2.13.5..1...8.....96.2.,26,44,9,4,1,3,0,2,0,Expert
53........29...4........6.9...........43..1.5.96.74....7..4...3.....12.42.1....7.,24,39,18,0,0,0,0,0,0,Easy
92....3..6.79......3.1.6.9.37....4....4..89678....12........17..42...........76..,27,47,7,2,0,0,0,0,0,Intermediate
591....2...7.....8.......19.........9287...53...8....1.7.3.29.......7...4.5.8..3.,25,53,3,0,0,0,0,0,0,Easy
76...4....2..3...6..3..7.9.6....5.79.8....6......4.......259...........3.9578....,24,114,17,4,2,2,0,13,18,Expert
395.............9.8.1...3.7..9.3....43..68.7..8...9.....8.96.1.1..3..98..5..14.6.,29,40,10,1,0,0,0,2,0,Expert
......9.8.27...45195....7..1.8......3....8....79....8....5.91.42...13......4..2..,26,52,3,0,0,0,0,0,0,Easy
.3.......4.1.6.....56.4.8...1...6..77....2..6..4.3..2..........2....3..1.831..5.2,25,46,10,0,0,0,0,0,0,Easy
8..6..25..59..4...1...2..8......5924............1..836.4.3....5.............8.36.,24,30,27,0,0,0,0,0,0,Easy
.4........6...29..1.7......9..2...6..1...7.9.7...345....3.4.65..9.7...3.....1....,24,43,14,0,0,0,0,0,0,Easy
...3.9.7.....6.............3....28.7.7...8265.6.......7..2...5...2.85.4.98.7..32.,26,42,13,0,0,0,0,0,0,Easy
.79....3........84...47...19.......31.37..4......48...6..1.......7.53....8..6....,23,40,18,0,0,0,0,0,0,Easy
...9.3..4..38......7......6.....9.13...1...4...65..9....7.4..8.39...5..18.5..1...,25,42,29,2,0,2,0,2,2,Expert
73.85....5.....7.8..9....6......7.83......6....45.9...3......5..4.2..9..........2,22,49,10,0,0,0,0,0,0,Easy
.......92..5.3..6...4........85......26.9..8.59.36...4.5397....6..2.3.787..8...5.,29,56,10,2,0,0,0,4,4,Expert
